Result Number,Data Source,Result Row,Source Page URL,Country,International organization participation
196,World Factbook internation organizations,196,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,South Sudan,AU; IBRD; ICAO; IDA; IFAD; IFC; IFRCS; ILO; IMF; Interpol; IOM; ITU; MIGA; UN; UNCTAD; UNESCO; UPU
197,World Factbook internation organizations,197,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Spain,ADB (nonregional member); AfDB (nonregional member); Arctic Council (observer); Australia Group; BCIE; BIS; CAN (observer); CBSS (observer); CD; CE; CERN; EAPC; EBRD; ECB; EIB; EITI (implementing country); EMU; ESA; EU; FAO; FATF; IADB; IAEA; IBRD; ICAO; ICRM; IDA; IEA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAIA (observer); MIGA; NATO; NEA; NSG; OAS (observer); OECD; OPCW; OSCE; Paris Club; PCA; Schengen Convention; SELEC (observer); SICA (observer); UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; Union Latina; UNRWA; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO; ZC
198,World Factbook internation organizations,198,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Sri Lanka,ABEDA; ADB; ARF; BIMSTEC; C; CD; CP; FAO; G-11; G-15; G-24; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MINURSO; MINUSTAH; MONUSCO; NAM; OAS (observer); OPCW; PCA; SAARC; SACEP; SCO (dialogue member); UN; UNCTAD; UNESCO; UNIDO; UNIFIL; UNISFA; UNMISS; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
199,World Factbook internation organizations,199,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Sudan,ABEDA; ACP; AfDB; AFESD; AMF; AU; CAEU; COMESA; FAO; G-77; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IGAD; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; LAS; MIGA; NAM; OIC; OPCW; PCA; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO (observer)
200,World Factbook internation organizations,200,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Suriname,ACP; AOSIS; Caricom; CD; CELAC; FAO; G-77; IADB; IBRD; ICAO; ICRM; IDA; IDB; IFAD; IFRCS; IHO; ILO; IMF; IMO; Interpol; IOC; IPU; ISO (correspondent); ITU; ITUC (NGOs); LAES; MIGA; NAM; OAS; OIC; OPANAL; OPCW; PCA; Petrocaribe; UN; UNASUR; UNCTAD; UNESCO; UNIDO; UPU; WHO; WIPO; WMO; WTO
201,World Factbook internation organizations,201,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Svalbard,none
202,World Factbook internation organizations,202,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Swaziland,ACP; AfDB; AU; C; COMESA; FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; NAM; OPCW; PCA; SACU; SADC; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
203,World Factbook internation organizations,203,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Sweden,ADB (nonregional member); AfDB (nonregional member); Arctic Council; Australia Group; BIS; CBSS; CD; CE; CERN; EAPC; EBRD; EIB; EITI (implementing country); ESA; EU; FAO; FATF; G-9; G-10; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IGAD (partners); IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NC; NEA; NIB; NSG; OAS (observer); OECD; OPCW; OSCE; Paris Club; PCA; PFP; Schengen Convention; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNISFA; UNMISS; UNMOGIP; UNRWA; UNTSO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
204,World Factbook internation organizations,204,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Switzerland,ADB (nonregional member); AfDB (nonregional member); Australia Group; BIS; CD; CE; CERN; EAPC; EBRD; EFTA; EITI (implementing country); ESA; FAO; FATF; G-10; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IGAD (partners); ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAIA (observer); MIGA; MONUSCO; NEA; NSG; OAS (observer); OECD; OIF; OPCW; OSCE; Paris Club; PCA; PFP; Schengen Convention; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNITAR; UNMISS; UNRWA; UNTSO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO; ZC
205,World Factbook internation organizations,205,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Syria,ABEDA; AFESD; AMF; CAEU; FAO; G-24; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; Interpol; IOC; IPU; ISO; ITSO; ITU; MIGA; NAM; OAPEC; OIC; UN; UNCTAD; UNESCO; UNIDO; UNRWA; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO (observer)
206,World Factbook internation organizations,206,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Taiwan,ADB; APEC; BCIE; ICC (national committees); IOC; ITUC (NGOs); WTO
207,World Factbook internation organizations,207,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Tajikistan,ADB; CICA; CIS; CSTO; EAEC; EAPC; EBRD; ECO; FAO; G-77; GCTU; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; MIGA; NAM (observer); OIC; OPCW; OSCE; PFP; SCO; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
208,World Factbook internation organizations,208,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Tanzania,ACP; AfDB; AU; C; CD; EAC; EADB; EITI (candidate country); FAO; G-77; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NAM; OPCW; SADC; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; UNISFA; UNMISS; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
209,World Factbook internation organizations,209,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Thailand,ADB; APEC; ARF; ASEAN; BIMSTEC; BIS; CD; CICA; CP; EAS; FAO; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NAM; OAS (observer); OIC (observer); OIF (observer); OPCW; OSCE (partner); PCA; PIF (partner); UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNMOGIP; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
210,World Factbook internation organizations,210,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Timor-Leste,ACP; ADB; AOSIS; ARF; ASEAN (observer); CPLP; EITI (compliant country); FAO; G-77; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ITU; MIGA; NAM; OPCW; PIF (observer); UN; UNCTAD; UNESCO; UNIDO; Union Latina; UNMISS; UNWTO; UPU; WCO; WHO; WMO
211,World Factbook internation organizations,211,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Togo,ACP; AfDB; AU; ECOWAS; EITI (candidate country); Entente; FAO; FZ; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; NAM; OIC; OIF; OPCW; PCA; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNMIL; UNOCI; UNSC (temporary); UNWTO; UPU; WADB (regional); WAEMU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
212,World Factbook internation organizations,212,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Tokelau,PIF (observer); SPC; UNESCO (associate); UPU
213,World Factbook internation organizations,213,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Tonga,ACP; ADB; AOSIS; C; FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; IHO; IMF; IMO; IMSO; Interpol; IOC; ITU; ITUC (NGOs); OPCW; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; UNIDO; UPU; WCO; WHO; WIPO; WMO; WTO
214,World Factbook internation organizations,214,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Trinidad and Tobago,ACP; AOSIS; C; Caricom; CDB; CELAC; EITI (candidate country); FAO; G-24; G-77; IADB; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAES; MIGA; NAM; OAS; OPANAL; OPCW; Paris Club (associate); UN; UNCTAD; UNESCO; UNIDO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
215,World Factbook internation organizations,215,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Tunisia,ABEDA; AfDB; AFESD; AMF; AMU; AU; BSEC (observer); CD; EBRD; FAO; G-11; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAS; MIGA; MONUSCO; NAM; OAPEC; OAS (observer); OIC; OIF; OPCW; OSCE (partner); UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
216,World Factbook internation organizations,216,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Turkey,ADB (nonregional member); Australia Group; BIS; BSEC; CD; CE; CERN (observer); CICA; D-8; EAPC; EBRD; ECO; EU (candidate country); FAO; FATF; G-20; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IEA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NATO; NEA; NSG; OAS (observer); OECD; OIC; OPCW; OSCE; Paris Club (associate); PCA; SELEC; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; UNRWA; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
217,World Factbook internation organizations,217,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Turkmenistan,ADB; CIS (associate member; has not ratified the 1993 CIS charter although it participates in meetings and held the chairmanship of the CIS in 2012); EAPC; EBRD; ECO; FAO; G-77; IBRD; ICAO; ICRM; IDA; IDB; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM (observer); ISO (correspondent); ITU; MIGA; NAM; OIC; OPCW; OSCE; PFP; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO
218,World Factbook internation organizations,218,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Turks and Caicos Islands,Caricom (associate); CDB; Interpol (subbureau); UPU
219,World Factbook internation organizations,219,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Tuvalu,ACP; ADB; AOSIS; C; FAO; IBRD; IDA; IFRCS (observer); ILO; IMF; IMO; IOC; ITU; OPCW; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; UNIDO; UPU; WHO
220,World Factbook internation organizations,220,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Uganda,ACP; AfDB; AU; C; COMESA; EAC; EADB; FAO; G-77; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IGAD; ILO; IMF; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; NAM; OIC; OPCW; PCA; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
221,World Factbook internation organizations,221,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Ukraine,Australia Group; BSEC; CBSS (observer); CD; CE; CEI; CICA (observer); CIS (participating member; has not signed the 1993 CIS charter although it participates in meetings); EAEC (observer); EAPC; EBRD; FAO; GCTU; GUAM; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITU; ITUC (NGOs); LAIA (observer); MIGA; MONUSCO; NAM (observer); NSG; OAS (observer); OIF (observer); OPCW; OSCE; PCA; PFP; SELEC (observer); UN; UNCTAD; UNESCO; UNIDO; UNMIL; UNMISS; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
222,World Factbook internation organizations,222,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,United Arab Emirates,ABEDA; AfDB (nonregional member); AFESD; AMF; BIS; CAEU; CICA; FAO; G-77; GCC; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IPU; ISO; ITSO; ITU; LAS; MIGA; NAM; OAPEC; OIC; OIF (observer); OPCW; OPEC; PCA; UN; UNCTAD; UNESCO; UNIDO; UPU; WCO; WHO; WIPO; WMO; WTO
223,World Factbook internation organizations,223,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,United Kingdom,ADB (nonregional member); AfDB (nonregional member); Arctic Council (observer); Australia Group; BIS; C; CBSS (observer); CD; CDB; CE; CERN; EAPC; EBRD; EIB; EITI (implementing country); ESA; EU; FAO; FATF; G-20; G-5; G-7; G-8; G-10; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IGAD (partners); IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NATO; NEA; NSG; OAS (observer); OECD; OPCW; OSCE; Paris Club; PCA; PIF (partner); SELEC (observer); UN; UNCTAD; UNESCO; UNFICYP; UNHCR; UNIDO; UNISFA; UNMISS; UNRWA; UNSC (permanent); UPU; WCO; WHO; WIPO; WMO; WTO; ZC
224,World Factbook internation organizations,224,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,United States,ADB (nonregional member); AfDB (nonregional member); ANZUS; APEC; Arctic Council; ARF; ASEAN (dialogue partner); Australia Group; BIS; BSEC (observer); CBSS (observer); CD; CE (observer); CERN (observer); CICA (observer); CP; EAPC; EAS; EBRD; EITI (implementing country); FAO; FATF; G-20; G-5; G-7; G-8; G-10; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IGAD (partners); IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MINUSTAH; MONUSCO; NAFTA; NATO; NEA; NSG; OAS; OECD; OPCW; OSCE; Paris Club; PCA; PIF (partner); SAARC (observer); SELEC (observer); SICA (observer); SPC; UN; UNCTAD; UNESCO; UNHCR; UNITAR; UNMIL; UNMISS; UNRWA; UNSC (permanent); UNTSO; UPU; WCO; WHO; WIPO; WMO; WTO; ZC
225,World Factbook internation organizations,225,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Uruguay,CAN (associate); CD; CELAC; FAO; G-77; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; LAES; LAIA; Mercosur; MIGA; MINURSO; MINUSTAH; MONUSCO; NAM (observer); OAS; OPANAL; OPCW; PCA; UN; UNASUR; UNCTAD; UNESCO; UNIDO; Union Latina; UNISFA; UNMOGIP; UNOCI; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
226,World Factbook internation organizations,226,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Uzbekistan,ADB; CICA; CIS; CSTO; EAPC; EBRD; ECO; FAO; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; Interpol; IOC; ISO; ITSO; ITU; MIGA; NAM; OIC; OPCW; OSCE; PFP; SCO; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO (observer)
227,World Factbook internation organizations,227,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Vanuatu,ACP; ADB; AOSIS; C; FAO; G-77; IBRD; ICAO; ICRM; IDA; IFC; IFRCS; ILO; IMF; IMO; IMSO; IOC; IOM; ITU; ITUC (NGOs); MIGA; NAM; OAS (observer); OIF; OPCW; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
228,World Factbook internation organizations,228,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Venezuela,Caricom (observer); CD; CDB; CELAC; FAO; G-15; G-24; G-77; IADB; IAEA; IBRD; ICAO; ICC (NGOs); ICCt; ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ITSO; ITU; ITUC (NGOs); LAES; LAIA; LAS (observer); Mercosur; MIGA; NAM; OAS; OPANAL; OPCW; OPEC; PCA; Petrocaribe; UN; UNASUR; UNCTAD; UNESCO; UNHCR; UNIDO; Union Latina; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
229,World Factbook internation organizations,229,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Vietnam,ADB; APEC; ARF; ASEAN; CICA; CP; EAS; FAO; G-77; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; MIGA; NAM; OIF; OPCW; PCA; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
230,World Factbook internation organizations,230,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Virgin Islands,IOC; UPU; WFTU (NGOs)
231,World Factbook internation organizations,231,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Wallis and Futuna,PIF (observer); SPC; UPU
232,World Factbook internation organizations,232,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Western Sahara,AU; CAN (observer); WFTU (NGOs)
233,World Factbook internation organizations,233,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Yemen,AFESD; AMF; CAEU; CD; EITI (compliant country); FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAS; MIGA; MINURSO; MONUSCO; NAM; OAS (observer); OIC; OPCW; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNISFA; UNMIL; UNMIS; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO (observer)
234,World Factbook internation organizations,234,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Zambia,ACP; AfDB; AU; C; COMESA; EITI (compliant country); FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NAM; OPCW; PCA; SADC; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNISFA; UNMIL; UNMISS; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
235,World Factbook internation organizations,235,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Zimbabwe,ACP; AfDB; AU; COMESA; FAO; G-15; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NAM; OPCW; PCA; SADC; UN; UNAMID; UNCTAD; UNESCO; UNIDO; UNISFA; UNMIL; UNMISS; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
