Result Number,Data Source,Result Row,Source Page URL,Country,International organization participation
96,World Factbook internation organizations,96,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Hungary,Australia Group; BIS; CD; CE; CEI; CERN; EAPC; EBRD; EIB; ESA (cooperating state); EU; FAO; G-9; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MINURSO; NATO; NEA; NSG; OAS (observer); OECD; OIF (observer); OPCW; OSCE; PCA; Schengen Convention; SELEC; UN; UNCTAD; UNESCO; UNFICYP; UNHCR; UNIDO; UNIFIL; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
97,World Factbook internation organizations,97,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Iceland,Arctic Council; Australia Group; BIS; CBSS; CD; CE; EAPC; EBRD; EFTA; EU (candidate country); FAO; FATF; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NATO; NC; NEA; NIB; NSG; OAS (observer); OECD; OPCW; OSCE; PCA; Schengen Convention; UN; UNCTAD; UNESCO; UPU; WCO; WHO; WIPO; WMO; WTO
98,World Factbook internation organizations,98,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,India,ABEDA; ADB; AfDB (nonregional member); ARF; ASEAN (dialogue partner); BIMSTEC; BIS; BRICS; C; CD; CERN (observer); CICA; CP; EAS; FAO; FATF; G-15; G-20; G-24; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAS (observer); MIGA; MONUSCO; NAM; OAS (observer); OECD; OPCW; PCA; PIF (partner); SAARC; SACEP; SCO (observer); UN; UNCTAD; UNDOF; UNESCO; UNHCR; UNIDO; UNIFIL; UNISFA; UNITAR; UNMISS; UNOCI; UNSC (temporary); UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
99,World Factbook internation organizations,99,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Indonesia,ADB; APEC; ARF; ASEAN; BIS; CD; CICA (observer); CP; D-8; EAS; EITI (candidate country); FAO; G-11; G-15; G-20; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM (observer); IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NAM; OECD (Enhanced Engagement; OIC; OPCW; PIF (partner); UN; UNAMID; UNCTAD; UNESCO; UNIDO; UNIFIL; UNISFA; UNMIL; UNMISS; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
100,World Factbook internation organizations,100,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Iran,CICA; CP; D-8; ECO; FAO; G-15; G-24; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; MIGA; NAM; OIC; OPCW; OPEC; PCA; SAARC (observer); SCO (observer); UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNITAR; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO (observer)
101,World Factbook internation organizations,101,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Iraq,ABEDA; AFESD; AMF; CAEU; CICA; EITI (candidate country); FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IPU; ISO; ITSO; ITU; LAS; MIGA; NAM; OAPEC; OIC; OPCW; OPEC; PCA; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO (observer)
102,World Factbook internation organizations,102,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Ireland,ADB (nonregional member); Australia Group; BIS; CD; CE; EAPC; EBRD; ECB; EIB; EMU; ESA; EU; FAO; FATF; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IGAD (partners); IHO; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MINURSO; MONUSCO; NEA; NSG; OAS (observer); OECD; OPCW; OSCE; Paris Club; PCA; PFP; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; UNITAR; UNOCI; UNRWA; UNTSO; UPU; WCO; WHO; WIPO; WMO; WTO; ZC
103,World Factbook internation organizations,103,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Isle of Man,UPU
104,World Factbook internation organizations,104,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Israel,BIS; BSEC (observer); CE (observer); CICA; EBRD; FAO; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; OAS (observer); OECD; OPCW (signatory); OSCE (partner); Paris Club (associate); PCA; SELEC (observer); UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
105,World Factbook internation organizations,105,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Italy,ADB (nonregional member); AfDB (nonregional member); Australia Group; BIS; BSEC (observer); CBSS (observer); CD; CDB; CE; CEI; CERN; EAPC; EBRD; ECB; EIB; EITI (implementing country); EMU; ESA; EU; FAO; FATF; G-20; G-7; G-8; G-10; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IGAD (partners); IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAIA (observer); MIGA; MINURSO; NATO; NEA; NSG; OAS (observer); OECD; OPCW; OSCE; Paris Club; PCA; PIF (partner); Schengen Convention; SELEC (observer); SICA (observer); UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; Union Latina; UNMISS; UNMOGIP; UNRWA; UNTSO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO; ZC
106,World Factbook internation organizations,106,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Jamaica,ACP; AOSIS; C; Caricom; CDB; CELAC; FAO; G-15; G-77; IADB; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; Interpol; IOC; IOM; ISO; ITSO; ITU; LAES; MIGA; NAM; OAS; OPANAL; OPCW; Petrocaribe; UN; UNCTAD; UNESCO; UNIDO; UNITAR; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
107,World Factbook internation organizations,107,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Japan,ADB; AfDB (nonregional member); APEC; ARF; ASEAN (dialogue partner); Australia Group; BIS; CD; CE (observer); CERN (observer); CICA (observer); CP; EAS; EBRD; EITI (implementing country); FAO; FATF; G-20; G-5; G-7; G-8; G-10; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IGAD (partners); IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAIA (observer); MIGA; NEA; NSG; OAS (observer); OECD; OPCW; OSCE (partner); Paris Club; PCA; PIF (partner); SAARC (observer); SELEC (observer); SICA (observer); UN; UNCTAD; UNDOF; UNESCO; UNHCR; UNIDO; UNMISS; UNRWA; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
108,World Factbook internation organizations,108,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Jordan,ABEDA; AFESD; AMF; CAEU; CD; CICA; EBRD; FAO; G-11; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAS; MIGA; MINUSTAH; MONUSCO; NAM; OIC; OPCW; OSCE (partner); PCA; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNISFA; UNMIL; UNMISS; UNOCI; UNRWA; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
109,World Factbook internation organizations,109,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Kazakhstan,ADB; CICA; CIS; CSTO; EAEC; EAPC; EBRD; ECO; EITI (candidate country); FAO; GCTU; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; MIGA; NAM (observer); NSG; OAS (observer); OIC; OPCW; OSCE; PFP; SCO; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO (observer); ZC
110,World Factbook internation organizations,110,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Kenya,ACP; AfDB; AU; C; CD; COMESA; EAC; EADB; FAO; G-15; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; IGAD; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NAM; OPCW; PCA; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; UNMISS; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
111,World Factbook internation organizations,111,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Kiribati,ACP; ADB; AOSIS; C; FAO; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; IOC; ITU; ITUC (NGOs); OPCW; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; UPU; WHO; WMO
112,World Factbook internation organizations,112,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,"Korea, North",ARF; FAO; G-77; ICAO; ICC (NGOs); ICRM; IFAD; IFRCS; IHO; IMO; IOC; IPU; ISO; ITSO; ITU; NAM; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WFTU (NGOs); WHO; WIPO; WMO
113,World Factbook internation organizations,113,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,"Korea, South",ADB; AfDB (nonregional member); APEC; ARF; ASEAN (dialogue partner); Australia Group; BIS; CD; CICA; CP; EAS; EBRD; FAO; FATF; G-20; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAIA (observer); MIGA; MINURSO; NEA; NSG; OAS (observer); OECD; OPCW; OSCE (partner); Paris Club (associate); PCA; PIF (partner); SAARC (observer); SICA (observer); UN; UN Security Council (temporary); UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; UNISFA; UNMIL; UNMISS; UNMOGIP; UNOCI; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO; ZC
114,World Factbook internation organizations,114,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Kosovo,IBRD; IDA; IFC; IMF; ITUC (NGOs); MIGA
115,World Factbook internation organizations,115,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Kuwait,ABEDA; AfDB (nonregional member); AFESD; AMF; BDEAC; CAEU; CD; FAO; G-77; GCC; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAS; MIGA; NAM; OAPEC; OIC; OPCW; OPEC; Paris Club (associate); PCA; UN; UNCTAD; UNESCO; UNIDO; UNRWA; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
116,World Factbook internation organizations,116,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Kyrgyzstan,ADB; CICA; CIS; CSTO; EAEC; EAPC; EBRD; ECO; EITI (compliant country); FAO; GCTU; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; MIGA; NAM (observer); OIC; OPCW; OSCE; PCA; PFP; SCO; UN; UNCTAD; UNESCO; UNIDO; UNISFA; UNMIL; UNMISS; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
117,World Factbook internation organizations,117,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Laos,ADB; ARF; ASEAN; CP; EAS; FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; Interpol; IOC; IPU; ISO (subscriber); ITU; MIGA; NAM; OIF; OPCW; PCA; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
118,World Factbook internation organizations,118,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Latvia,Australia Group; BA; BIS; CBSS; CD; CE; EAPC; EBRD; EIB; EU; FAO; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO (correspondent); ITU; ITUC (NGOs); MIGA; NATO; NIB; NSG; OAS (observer); OIF (observer); OPCW; OSCE; PCA; Schengen Convention; UN; UNCTAD; UNESCO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
119,World Factbook internation organizations,119,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Lebanon,ABEDA; AFESD; AMF; CAEU; FAO; G-24; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IPU; ISO; ITSO; ITU; LAS; MIGA; NAM; OAS (observer); OIC; OIF; OPCW; PCA; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNRWA; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO (observer)
120,World Factbook internation organizations,120,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Lesotho,ACP; AfDB; AU; C; CD; FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; Interpol; IOC; IOM; IPU; ISO (correspondent); ITU; MIGA; NAM; OPCW; SACU; SADC; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
121,World Factbook internation organizations,121,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Liberia,ACP; AfDB; AU; ECOWAS; EITI (compliant country); FAO; G-77; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; ISO (correspondent); ITU; ITUC (NGOs); MIGA; NAM; OPCW; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO (observer)
122,World Factbook internation organizations,122,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Libya,ABEDA; AfDB; AFESD; AMF; AMU; AU; BDEAC; CAEU; COMESA; FAO; G-77; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; LAS; MIGA; NAM; OAPEC; OIC; OPCW; OPEC; PCA; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO (observer)
123,World Factbook internation organizations,123,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Liechtenstein,CD; CE; EBRD; EFTA; IAEA; ICRM; IFRCS; Interpol; IOC; IPU; ITSO; ITU; ITUC (NGOs); OPCW; OSCE; PCA; Schengen Convention; UN; UNCTAD; UPU; WIPO; WTO
124,World Factbook internation organizations,124,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Lithuania,Australia Group; BA; BIS; CBSS; CD; CE; EAPC; EBRD; EIB; EU; FAO; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITU; ITUC (NGOs); MIGA; NATO; NIB; NSG; OAS (observer); OIF (observer); OPCW; OSCE; PCA; Schengen Convention; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
125,World Factbook internation organizations,125,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Luxembourg,ADB (nonregional member); Australia Group; Benelux; BIS; CD; CE; EAPC; EBRD; ECB; EIB; EMU; ESA; EU; FAO; FATF; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NATO; NEA; NSG; OAS (observer); OECD; OIF; OPCW; OSCE; PCA; Schengen Convention; UN; UN Security Council (temporary); UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; UNRWA; UPU; WCO; WHO; WIPO; WMO; WTO; ZC
126,World Factbook internation organizations,126,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Macau,ICC (national committees); IHO; IMF; IMO (associate); Interpol (subbureau); ISO (correspondent); UNESCO (associate); UNWTO (associate); UPU; WCO; WTO
127,World Factbook internation organizations,127,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Macedonia,BIS; CD; CE; CEI; EAPC; EBRD; EU (candidate country); FAO; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM (observer); IPU; ISO; ITU; ITUC (NGOs); MIGA; OAS (observer); OIF; OPCW; OSCE; PCA; PFP; SELEC; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
128,World Factbook internation organizations,128,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Madagascar,ACP; AfDB; AU (suspended); CD; COMESA; EITI (candidate country); FAO; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; InOC; Interpol; IOC; IOM; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; NAM; OIF (suspended); OPCW; PCA; SADC (suspended); UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
129,World Factbook internation organizations,129,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Malawi,ACP; AfDB; AU; C; CD; COMESA; FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; MINURSO; MONUSCO; NAM; OPCW; SADC; UN; UNAMID; UNCTAD; UNESCO; UNIDO; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
130,World Factbook internation organizations,130,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Malaysia,ADB; APEC; ARF; ASEAN; BIS; C; CICA (observer); CP; D-8; EAS; FAO; G-15; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MINURSO; MONUSCO; NAM; OIC; OPCW; PCA; PIF (partner); UN; UNAMID; UNCTAD; UNESCO; UNIDO; UNIFIL; UNMIL; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
131,World Factbook internation organizations,131,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Maldives,ADB; AOSIS; C; CP; FAO; G-77; IBRD; ICAO; ICC (NGOs); IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ITU; MIGA; NAM; OIC; OPCW; SAARC; SACEP; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
132,World Factbook internation organizations,132,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Mali,ACP; AfDB; AU; CD; ECOWAS; EITI (compliant country); FAO; FZ; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NAM; OIC; OIF; OPCW; UN; UNAMID; UNCTAD; UNESCO; UNIDO; UNMIL; UNMISS; UNWTO; UPU; WADB (regional); WAEMU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
133,World Factbook internation organizations,133,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Malta,Australia Group; C; CD; CE; EAPC; EBRD; ECB; EIB; EMU; EU; FAO; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NSG; OAS (observer); OPCW; OSCE; PCA; PFP; Schengen Convention; UN; UNCTAD; UNESCO; UNIDO; Union Latina (observer); UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
134,World Factbook internation organizations,134,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Marshall Islands,ACP; ADB; AOSIS; FAO; G-77; IAEA; IBRD; ICAO; IDA; IFAD; IFC; ILO; IMF; IMO; IMSO; Interpol; IOC; ITU; OPCW; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; WHO
135,World Factbook internation organizations,135,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Mauritania,ABEDA; ACP; AfDB; AFESD; AMF; AMU; AU; CAEU (candidate); EITI (compliant country); FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO (pending member); ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); LAS; MIGA; NAM; OIC; OIF; OPCW; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
136,World Factbook internation organizations,136,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Mauritius,ACP; AfDB; AOSIS; AU; C; CD; COMESA; CPLP (associate); FAO; G-77; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; InOC; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NAM; OIF; OPCW; PCA; SAARC (observer); SADC; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
137,World Factbook internation organizations,137,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Mexico,APEC; BCIE; BIS; CAN (observer); Caricom (observer); CD; CDB; CE (observer); CELAC; CSN (observer); EBRD; FAO; FATF; G-20; G-3; G-15; G-24; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAES; LAIA; MIGA; NAFTA; NAM (observer); NEA; OAS; OECD; OPANAL; OPCW; Paris Club (associate); PCA; SICA (observer); UN; UNASUR (observer); UNCTAD; UNESCO; UNHCR; UNIDO; Union Latina (observer); UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
138,World Factbook internation organizations,138,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,"Micronesia, Federated States of",ACP; ADB; AOSIS; FAO; G-77; IBRD; ICAO; ICRM; IDA; IFC; IFRCS; IMF; IOC; IOM; IPU; ITSO; ITU; MIGA; OPCW; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; WHO; WMO
139,World Factbook internation organizations,139,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Moldova,BSEC; CD; CE; CEI; CIS; EAEC (observer); EAPC; EBRD; FAO; GCTU; GUAM; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO (correspondent); ITU; ITUC (NGOs); MIGA; OIF; OPCW; OSCE; PFP; SELEC; UN; UNCTAD; UNESCO; UNHCR; UNIDO; Union Latina; UNMIL; UNMISS; UNOCI; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
140,World Factbook internation organizations,140,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Monaco,CD; CE; FAO; IAEA; ICAO; ICC (national committees); ICRM; IFRCS; IHO; IMO; IMSO; Interpol; IOC; IPU; ITSO; ITU; OAS (observer); OIF; OPCW; OSCE; Schengen Convention (de facto member); UN; UNCTAD; UNESCO; UNIDO; Union Latina; UNWTO; UPU; WHO; WIPO; WMO
141,World Factbook internation organizations,141,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Mongolia,ADB; ARF; CD; CICA; CP; EBRD; EITI (compliant country); FAO; G-77; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC; MIGA; MINURSO; MONUSCO; NAM; OPCW; OSCE; SCO (observer); UN; UNAMID; UNCTAD; UNESCO; UNIDO; UNISFA; UNMISS; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
142,World Factbook internation organizations,142,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Montenegro,CE; CEI; EAPC; EBRD; FAO; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFC; IFRCS; IHO (pending member); ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; NAM (observer); OIF (observer); OPCW; OSCE; PCA; PFP; SELEC; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNMIL; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
143,World Factbook internation organizations,143,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Montserrat,Caricom; CDB; Interpol (subbureau); OECS; UPU
